City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Tefe,BR,-3.3542,-64.7114,82.51,83,40,3.44,scattered clouds
695,Belmonte,BR,-15.8631,-38.8828,72.25,86,79,7.99,broken clouds
696,Ofunato,JP,39.0717,141.7167,71.02,95,100,0.29,light rain
697,Dosso,NE,13.049,3.1937,83.97,59,45,4.56,scattered clouds
698,Sarh,TD,9.1429,18.3923,75.6,81,94,3.15,overcast clouds
699,Zaraza,VE,9.3503,-65.3245,85.48,65,87,3.18,overcast clouds
700,Changji,CN,44.0167,87.3167,77.79,29,0,11.18,clear sky
701,Benjamin Hill,MX,30.1667,-111.1,93.65,31,46,3.29,scattered clouds
702,Sabaudia,IT,41.3003,13.0282,82.2,89,14,10.0,few clouds
703,Havre,FR,49.5833,0.3333,69.21,68,0,6.91,clear sky
704,Nisia Floresta,BR,-6.0911,-35.2086,77.81,87,100,8.68,overcast clouds
705,Badnawar,IN,23.0167,75.2167,75.63,89,100,10.83,overcast clouds
706,Caravelas,BR,-17.7125,-39.2481,72.9,77,2,5.73,clear sky
707,Meuselwitz,DE,51.05,12.3,74.86,54,40,1.14,scattered clouds
708,Pouebo,NC,-20.4,164.5667,74.19,89,75,11.14,broken clouds
709,Saint-Pierre,RE,-21.3393,55.4781,65.88,76,0,6.91,clear sky
710,Yulara,AU,-25.2406,130.9889,48.67,41,0,7.83,clear sky
711,Kralendijk,BQ,12.15,-68.2667,87.78,70,40,18.41,scattered clouds
712,Oudtshoorn,ZA,-33.5907,22.2014,52.2,55,24,2.57,few clouds
713,Hamilton,US,39.1834,-84.5333,91.76,50,40,9.22,scattered clouds
714,San Miguel,SV,13.4833,-88.1833,93.67,42,91,3.29,overcast clouds
715,Yendi,GH,9.4427,-0.0099,77.92,64,37,1.12,scattered clouds
716,Melfort,CA,52.8667,-104.6177,73.2,48,12,18.99,few clouds
717,Puerto Escondido,MX,15.85,-97.0667,86.88,69,100,8.97,overcast clouds
718,Sidi Ali,DZ,36.0998,0.4206,77.76,69,0,8.34,clear sky
719,Sirjan,IR,29.452,55.6814,82.56,16,0,7.47,clear sky
720,Kawai,JP,34.2333,135.85,70.48,97,66,3.58,broken clouds
721,Emerald,AU,-23.5333,148.1667,51.75,96,22,8.55,few clouds
722,Nagycserkesz,HU,47.9667,21.5333,73.67,35,3,8.88,clear sky
723,Tobol,KZ,52.6844,62.5794,61.5,61,5,7.05,clear sky
724,Vestmannaeyjar,IS,63.4427,-20.2734,51.49,97,100,6.15,overcast clouds
725,Spanish Fork,US,40.115,-111.6549,96.78,22,0,5.75,clear sky
726,Kemijarvi,FI,66.7131,27.4306,65.71,67,93,5.17,light rain
